Temporada,home_team_api_id,away_team_api_id,B365H,B365A,date,home_team_goal,away_team_goal,odd_team_win,Team_win
2009/2010,6403,9773,8,1.44,2009-08-16 00:00:00,1,1,1.44,0
2009/2010,9772,9809,1.17,17,2009-11-09 00:00:00,1,0,1.17,1
2009/2010,10212,9773,4.75,1.75,2009-11-08 00:00:00,1,0,1.75,0
2009/2010,9768,9772,2.9,2.3,2009-11-28 00:00:00,0,0,2.3,0
2009/2010,9773,7841,1.25,11,2009-11-29 00:00:00,2,1,1.25,1
2009/2010,7844,9773,4.5,1.85,2009-12-04 00:00:00,1,4,1.85,1
2009/2010,9772,10215,1.2,11,2009-12-06 00:00:00,4,0,1.2,1
2009/2010,2033,9772,8.5,1.4,2009-12-12 00:00:00,2,2,1.4,0
2009/2010,9773,10238,1.13,21,2009-12-13 00:00:00,2,0,1.13,1
2009/2010,9772,9773,2.3,3.2,2009-12-20 00:00:00,1,0,2.3,1
2009/2010,9773,9771,1.25,10,2010-01-10 00:00:00,3,2,1.25,1
2009/2010,7841,9772,5.5,1.62,2010-01-09 00:00:00,0,1,1.62,1
2009/2010,10212,9772,5,1.7,2010-01-17 00:00:00,0,5,1.7,1
2009/2010,9773,6403,1.25,12,2010-01-16 00:00:00,1,1,1.25,0
2009/2010,9772,7844,1.33,10,2010-01-30 00:00:00,3,1,1.33,1
2009/2010,10214,9773,4.5,1.83,2010-01-30 00:00:00,0,4,1.83,1
2009/2010,10238,9772,10,1.33,2010-02-06 00:00:00,1,1,1.33,0
2009/2010,9773,9809,1.2,11,2010-02-07 00:00:00,3,0,1.2,1
2009/2010,6421,9773,7,1.44,2010-02-13 00:00:00,0,0,1.44,0
2009/2010,9772,9807,1.17,17,2010-02-13 00:00:00,1,0,1.17,1
2009/2010,7844,9772,3.6,1.85,2009-08-23 00:00:00,0,1,1.85,1
2009/2010,9773,10214,1.36,7.5,2009-08-23 00:00:00,3,0,1.36,1
2009/2010,9773,10264,1.83,4.33,2010-02-21 00:00:00,5,1,1.83,1
2009/2010,9772,9771,1.25,13,2010-02-03 00:00:00,3,0,1.25,1
2009/2010,6421,9772,9,1.36,2010-02-27 00:00:00,0,4,1.36,1
2009/2010,9768,9773,3.6,2.1,2010-02-28 00:00:00,3,0,2.1,0
2009/2010,9773,2033,1.2,13,2010-03-06 00:00:00,2,2,1.2,0
2009/2010,9772,6403,1.25,11,2010-03-07 00:00:00,3,1,1.25,1
2009/2010,10214,9772,6.5,1.53,2010-03-14 00:00:00,0,1,1.53,1
2009/2010,10215,9773,5.5,1.67,2010-03-13 00:00:00,1,2,1.67,1
2009/2010,9772,10264,1.62,6,2010-03-27 00:00:00,1,0,1.62,1
2009/2010,9807,9773,9,1.36,2010-03-28 00:00:00,0,3,1.36,1
2009/2010,9809,9772,7,1.4,2010-04-05 00:00:00,2,4,1.4,1
2009/2010,9773,10212,1.29,11,2010-04-03 00:00:00,4,1,1.29,1
2009/2010,9772,9768,1.62,5.75,2010-04-13 00:00:00,2,0,1.62,1
2009/2010,7841,9773,8,1.4,2010-04-10 00:00:00,0,1,1.4,1
2009/2010,9773,7844,1.33,8.5,2010-04-18 00:00:00,3,0,1.33,1
2009/2010,10215,9772,9,1.3,2010-04-18 00:00:00,2,3,1.3,1
2009/2010,9772,2033,1.17,17,2010-04-24 00:00:00,5,0,1.17,1
2009/2010,10238,9773,8.5,1.36,2010-04-24 00:00:00,2,5,1.36,1
2009/2010,9773,9772,2.45,2.9,2010-05-02 00:00:00,3,1,2.45,1
2009/2010,9772,10238,1.22,15,2009-08-31 00:00:00,8,1,1.22,1
2009/2010,9809,9773,8,1.44,2009-08-29 00:00:00,1,3,1.44,1
2009/2010,9771,9773,6.5,1.5,2010-05-08 00:00:00,1,4,1.5,1
2009/2010,9772,7841,1.13,19,2010-05-09 00:00:00,2,1,1.13,1
2009/2010,9773,6421,1.22,13,2009-09-12 00:00:00,4,1,1.22,1
2009/2010,9807,9772,7,1.5,2009-09-13 00:00:00,0,4,1.5,1
2009/2010,10264,9773,3.3,2.1,2009-09-19 00:00:00,1,0,2.1,0
2009/2010,9771,9772,7,1.4,2009-09-20 00:00:00,1,2,1.4,1
2009/2010,9772,6421,1.25,11,2009-09-26 00:00:00,5,0,1.25,1
2009/2010,9773,9768,1.83,4.2,2009-09-26 00:00:00,1,0,1.83,1
2009/2010,2033,9773,7,1.44,2009-10-04 00:00:00,0,3,1.44,1
2009/2010,6403,9772,7,1.44,2009-10-05 00:00:00,1,3,1.44,1
2009/2010,9772,10214,1.25,12,2009-10-26 00:00:00,6,1,1.25,1
2009/2010,9773,10215,1.17,17,2009-10-25 00:00:00,3,2,1.17,1
2009/2010,10264,9772,3.25,2.1,2009-10-31 00:00:00,2,0,2.1,0
2009/2010,9773,9807,1.17,14,2009-10-30 00:00:00,1,1,1.17,0
2009/2010,8548,8596,1.2,15,2009-08-15 00:00:00,4,1,1.2,1
2009/2010,8485,9925,5,1.67,2009-08-15 00:00:00,1,3,1.67,1
2009/2010,9938,8548,4,1.91,2009-12-15 00:00:00,0,3,1.91,1
2009/2010,9925,8597,1.22,15,2009-10-31 00:00:00,3,0,1.22,1
2009/2010,8548,9800,1.25,12,2009-11-07 00:00:00,2,1,1.25,1
2009/2010,8596,9925,11,1.29,2009-11-08 00:00:00,3,3,1.29,0
2009/2010,8548,8597,1.29,11,2009-11-21 00:00:00,3,0,1.29,1
2009/2010,9938,9925,4.2,1.83,2009-11-22 00:00:00,2,1,1.83,0
2009/2010,9925,9800,1.25,12,2009-11-28 00:00:00,3,1,1.25,1
2009/2010,8485,8548,4.5,1.75,2009-11-28 00:00:00,1,0,1.75,0
2009/2010,8596,8548,7.5,1.4,2009-12-05 00:00:00,1,3,1.4,1
2009/2010,9925,8485,1.36,9,2009-12-05 00:00:00,3,0,1.36,1
2009/2010,9927,9925,6,1.53,2009-12-12 00:00:00,2,3,1.53,1
2009/2010,8548,8467,1.3,10,2009-12-12 00:00:00,3,0,1.3,1
2009/2010,9860,9925,5.5,1.62,2009-12-20 00:00:00,2,1,1.62,0
2009/2010,8548,9927,1.25,11,2009-12-19 00:00:00,6,1,1.25,1
2009/2010,9925,8429,1.2,15,2009-12-26 00:00:00,2,0,1.2,1
2009/2010,10251,8548,4.33,1.83,2009-12-27 00:00:00,1,4,1.83,1
2009/2010,8548,9938,1.33,10,2009-12-30 00:00:00,7,1,1.33,1
2009/2010,8597,9925,8.5,1.33,2010-02-02 00:00:00,1,0,1.33,0
2009/2010,9925,8548,2.38,2.88,2010-01-03 00:00:00,1,1,2.38,0
2009/2010,9925,8467,1.17,17,2009-08-22 00:00:00,5,2,1.17,1
2009/2010,9860,8548,5.25,1.67,2009-08-23 00:00:00,1,2,1.67,1
2009/2010,8429,8548,8.5,1.36,2010-01-16 00:00:00,0,1,1.36,1
2009/2010,9925,8596,1.18,13,2010-01-16 00:00:00,1,1,1.18,0
2009/2010,8467,9925,7,1.44,2010-01-24 00:00:00,1,4,1.44,1
2009/2010,8548,9860,1.33,9,2010-01-23 00:00:00,1,1,1.33,0
2009/2010,9925,10251,1.4,7.5,2010-01-27 00:00:00,1,2,1.4,0
2009/2010,9800,8548,7.5,1.4,2010-01-27 00:00:00,0,2,1.4,1
2009/2010,8548,8596,1.17,15,2010-01-30 00:00:00,3,0,1.17,1
2009/2010,8429,9925,8,1.4,2010-01-30 00:00:00,0,1,1.4,1
2009/2010,9927,8548,7,1.5,2010-02-10 00:00:00,1,1,1.5,0
2009/2010,9925,9860,1.33,10,2010-02-10 00:00:00,2,0,1.33,1
2009/2010,8548,10251,1.4,8,2010-02-14 00:00:00,3,0,1.4,1
2009/2010,8485,9925,6.5,1.53,2010-02-13 00:00:00,4,4,1.53,0
2009/2010,9925,9938,1.36,8.5,2010-02-20 00:00:00,1,0,1.36,1
2009/2010,8467,8548,8,1.4,2010-03-30 00:00:00,4,1,1.4,0
2009/2010,8548,9925,2.25,3.1,2010-02-28 00:00:00,1,0,2.25,1
2009/2010,8548,9800,1.2,15,2010-03-06 00:00:00,3,1,1.2,1
2009/2010,8596,9925,8,1.36,2010-03-07 00:00:00,0,2,1.36,1
2009/2010,8597,8548,8,1.4,2010-03-09 00:00:00,0,2,1.4,1
2009/2010,9925,8467,1.25,12,2010-03-20 00:00:00,3,0,1.25,1
2009/2010,10251,9925,5.5,1.62,2009-08-30 00:00:00,0,1,1.62,1
2009/2010,8548,8429,1.14,19,2009-08-29 00:00:00,4,1,1.14,1
2009/2010,8548,8485,1.17,15,2010-04-07 00:00:00,3,1,1.17,1
2009/2010,9800,9925,7,1.33,2010-03-24 00:00:00,4,0,1.33,0
2009/2010,9860,8548,6,1.57,2010-03-27 00:00:00,1,4,1.57,1
2009/2010,9925,8597,1.17,15,2010-03-27 00:00:00,3,1,1.17,1
2009/2010,8548,8429,1.14,17,2010-04-03 00:00:00,1,0,1.14,1
2009/2010,10251,9925,5,1.67,2010-04-04 00:00:00,0,1,1.67,1
2009/2010,9925,9927,1.33,9,2010-04-13 00:00:00,2,1,1.33,1
2009/2010,9938,8548,4,1.91,2010-04-14 00:00:00,0,0,1.91,0
2009/2010,9925,10251,1.4,8.5,2010-04-17 00:00:00,3,2,1.4,1
2009/2010,8548,9860,1.3,10,2010-04-18 00:00:00,2,0,1.3,1
2009/2010,9938,9925,3.6,2,2010-04-25 00:00:00,0,2,2.0,1
2009/2010,10251,8548,5,1.67,2010-04-25 00:00:00,0,1,1.67,1
2009/2010,9925,9927,1.33,9,2010-05-01 00:00:00,4,0,1.33,1
2009/2010,9938,8548,3.7,2,2010-05-01 00:00:00,1,2,2.0,1
2009/2010,9925,8548,2.25,3.2,2010-05-04 00:00:00,2,1,2.25,1
2009/2010,9860,9925,5.25,1.67,2010-05-09 00:00:00,1,2,1.67,1
2009/2010,8548,9927,1.36,8.5,2010-05-09 00:00:00,3,3,1.36,0
2009/2010,9925,9938,1.25,13,2009-09-12 00:00:00,1,1,1.25,0
2009/2010,9927,8548,6,1.57,2009-09-12 00:00:00,0,0,1.57,0
2009/2010,8597,8548,7,1.44,2009-09-19 00:00:00,0,0,1.44,0
2009/2010,9925,9860,1.33,8.5,2009-09-20 00:00:00,2,1,1.33,1
2009/2010,8548,8485,1.33,9,2009-09-26 00:00:00,0,0,1.33,0
2009/2010,9800,9925,8.5,1.36,2009-09-26 00:00:00,0,2,1.36,1
2009/2010,8548,9925,2.4,2.9,2009-10-04 00:00:00,2,1,2.4,1
2009/2010,8467,8548,7.5,1.44,2009-10-17 00:00:00,1,2,1.44,1
2009/2010,9925,9927,1.25,12,2009-10-17 00:00:00,0,0,1.25,0
2009/2010,8429,9925,10,1.29,2009-10-25 00:00:00,1,2,1.29,1
2009/2010,8548,10251,1.36,8.5,2009-10-24 00:00:00,1,1,1.36,0
2009/2010,8633,9783,1.25,13,2009-08-29 00:00:00,3,2,1.25,1
2009/2010,8634,9869,1.17,13,2009-08-31 00:00:00,3,0,1.17,1
2009/2010,9906,8633,3.75,1.95,2009-11-07 00:00:00,2,3,1.95,1
2009/2010,8634,8661,1.17,15,2009-11-07 00:00:00,4,2,1.17,1
2009/2010,8633,8696,1.22,12,2009-11-21 00:00:00,1,0,1.22,1
2009/2010,8315,8634,6.5,1.53,2009-11-21 00:00:00,1,1,1.53,0
2009/2010,8634,8633,1.85,4,2009-11-29 00:00:00,1,0,1.85,1
2009/2010,9783,8634,5.5,1.62,2009-12-05 00:00:00,1,3,1.62,1
2009/2010,8633,9865,1.17,17,2009-12-05 00:00:00,4,2,1.17,1
2009/2010,8634,8558,1.17,17,2009-12-12 00:00:00,1,0,1.17,1
2009/2010,10267,8633,2.5,2.7,2009-12-12 00:00:00,2,3,2.7,1
2009/2010,9868,8634,12,1.25,2009-12-02 00:00:00,0,2,1.25,1
2009/2010,8633,8394,1.2,13,2009-12-19 00:00:00,6,0,1.2,1
2009/2010,8634,10205,1.33,10,2010-01-02 00:00:00,1,1,1.33,0
2009/2010,8371,8633,7,1.44,2010-01-03 00:00:00,0,0,1.44,0
2009/2010,9867,8634,7.5,1.4,2010-01-10 00:00:00,0,5,1.4,1
2009/2010,8633,8661,1.29,10,2010-01-10 00:00:00,2,0,1.29,1
2009/2010,8634,8302,1.33,8.5,2010-01-16 00:00:00,4,0,1.33,1
2009/2010,8315,8633,6,1.57,2010-01-16 00:00:00,1,0,1.57,0
2009/2010,10281,8634,10,1.29,2010-01-23 00:00:00,0,3,1.29,1
2009/2010,8633,9864,1.17,15,2010-01-24 00:00:00,2,0,1.17,1
2009/2010,8558,8633,6,1.57,2009-09-12 00:00:00,0,3,1.57,1
2009/2010,8305,8634,6.5,1.5,2009-09-12 00:00:00,0,2,1.5,1
2009/2010,9783,8633,4,1.85,2010-01-30 00:00:00,1,3,1.85,1
2009/2010,9869,8634,13,1.2,2010-01-30 00:00:00,0,1,1.2,1
2009/2010,8633,8558,1.2,13,2010-02-06 00:00:00,3,0,1.2,1
2009/2010,8634,8305,1.14,15,2010-02-06 00:00:00,2,1,1.14,1
2009/2010,9868,8633,13,1.25,2010-02-13 00:00:00,0,3,1.25,1
2009/2010,9906,8634,4.5,1.73,2010-02-14 00:00:00,2,1,1.73,0
2009/2010,8633,10205,1.3,9,2010-02-21 00:00:00,6,2,1.3,1
2009/2010,8634,8696,1.2,13,2010-02-20 00:00:00,4,0,1.2,1
2009/2010,9867,8633,11,1.25,2010-02-27 00:00:00,1,5,1.25,1
2009/2010,8634,9864,1.17,15,2010-02-27 00:00:00,2,1,1.17,1
2009/2010,8633,8302,1.4,8,2010-03-06 00:00:00,3,2,1.4,1
2009/2010,9865,8634,11,1.25,2010-03-06 00:00:00,2,2,1.25,0
2009/2010,10281,8633,10,1.29,2010-03-14 00:00:00,1,4,1.29,1
2009/2010,8634,10267,1.4,8,2010-03-14 00:00:00,3,0,1.4,1
2009/2010,8633,9869,1.13,19,2010-03-20 00:00:00,3,1,1.13,1
2009/2010,8394,8634,11,1.29,2010-03-21 00:00:00,2,4,1.29,1
2009/2010,8305,8633,9,1.36,2010-03-25 00:00:00,2,4,1.36,1
2009/2010,8634,8371,1.13,19,2010-03-24 00:00:00,2,0,1.13,1
2009/2010,8633,9906,1.3,10,2010-03-28 00:00:00,3,2,1.3,1
2009/2010,8661,8634,7.5,1.44,2010-03-27 00:00:00,0,1,1.44,1
2009/2010,8633,9868,1.13,21,2009-09-20 00:00:00,5,0,1.13,1
2009/2010,8634,9906,1.33,8.5,2009-09-19 00:00:00,5,2,1.33,1
2009/2010,8696,8633,9.5,1.3,2010-04-04 00:00:00,0,2,1.3,1
2009/2010,8634,8315,1.17,15,2010-04-03 00:00:00,4,1,1.17,1
2009/2010,8633,8634,2.5,2.7,2010-04-10 00:00:00,0,2,2.5,0
2009/2010,8634,9783,1.13,17,2010-04-14 00:00:00,3,0,1.13,1
2009/2010,9865,8633,10,1.29,2010-04-15 00:00:00,1,2,1.29,1
2009/2010,8558,8634,9,1.33,2010-04-17 00:00:00,0,0,1.33,0
2009/2010,8633,10267,1.4,8,2010-04-18 00:00:00,2,0,1.4,1
2009/2010,8634,9868,1.1,29,2010-04-24 00:00:00,3,1,1.1,1
2009/2010,8394,8633,10,1.29,2010-04-24 00:00:00,1,2,1.29,1
2009/2010,10205,8634,5.5,1.57,2010-05-01 00:00:00,1,4,1.57,1
2009/2010,8633,8371,1.13,19,2010-05-02 00:00:00,3,2,1.13,1
2009/2010,8634,9867,1.06,29,2010-05-04 00:00:00,4,1,1.06,1
2009/2010,8661,8633,5.75,1.53,2010-05-05 00:00:00,1,4,1.53,1
2009/2010,8302,8634,6,1.5,2010-05-08 00:00:00,2,3,1.5,1
2009/2010,8633,8315,1.11,19,2010-05-08 00:00:00,5,1,1.11,1
2009/2010,8634,10281,1.04,34,2010-05-16 00:00:00,4,0,1.04,1
2009/2010,9864,8633,10,1.29,2010-05-16 00:00:00,1,1,1.29,0
2009/2010,10205,8633,5.5,1.6,2009-09-23 00:00:00,0,2,1.6,1
2009/2010,8696,8634,10,1.3,2009-09-22 00:00:00,1,4,1.3,1
2009/2010,8633,9867,1.11,21,2009-09-26 00:00:00,3,0,1.11,1
2009/2010,9864,8634,11,1.29,2009-09-26 00:00:00,0,2,1.29,1
2009/2010,8302,8633,3.75,1.95,2009-10-04 00:00:00,2,1,1.95,0
2009/2010,8634,9865,1.08,26,2009-10-03 00:00:00,1,0,1.08,1
2009/2010,8633,10281,1.17,15,2009-10-17 00:00:00,4,2,1.17,1
2009/2010,10267,8634,4.75,1.7,2009-10-17 00:00:00,0,0,1.7,0
2009/2010,9869,8633,7,1.44,2009-10-24 00:00:00,0,0,1.44,0
2009/2010,8634,8394,1.1,21,2009-10-25 00:00:00,6,1,1.1,1
2009/2010,8633,8305,1.44,7.5,2009-10-31 00:00:00,2,0,1.44,1
2009/2010,8371,8634,7.5,1.4,2009-10-31 00:00:00,1,1,1.4,0
2010/2011,10001,9991,2.9,2.3,2010-07-31 00:00:00,0,1,2.3,1
2010/2011,8635,6351,1.2,10,2010-07-31 00:00:00,4,1,1.2,1
2010/2011,9985,10000,1.73,4.75,2010-07-30 00:00:00,1,1,1.73,0
2010/2011,8342,9991,2,3.75,2010-10-03 00:00:00,3,2,3.75,0
2010/2011,9985,8635,3.1,2.3,2010-10-03 00:00:00,5,1,3.1,1
2010/2011,9991,8571,1.67,5,2010-10-16 00:00:00,2,0,1.67,1
2010/2011,9987,9985,2.05,3.6,2010-10-17 00:00:00,4,2,3.6,0
2010/2011,9984,8635,4.5,1.75,2010-10-17 00:00:00,1,0,1.75,0
2010/2011,8635,10001,1.25,12,2010-10-24 00:00:00,2,0,1.25,1
2010/2011,9985,9991,1.85,4,2010-10-24 00:00:00,2,1,1.85,1
2010/2011,8342,9985,2.25,3.1,2010-10-31 00:00:00,2,2,3.1,0
2010/2011,9991,8203,1.62,5.5,2010-10-30 00:00:00,3,1,1.62,1
2010/2011,9987,8635,2.45,2.8,2010-10-31 00:00:00,1,2,2.8,1
2010/2011,8635,8342,1.62,5.5,2010-11-07 00:00:00,2,2,1.62,0
2010/2011,9985,6351,1.22,13,2010-11-06 00:00:00,1,3,1.22,0
2010/2011,9984,9991,2.88,2.3,2010-11-07 00:00:00,0,1,2.3,1
2010/2011,9991,8635,2.63,2.63,2010-11-14 00:00:00,1,2,2.63,0
2010/2011,9993,9985,3.8,1.95,2010-11-13 00:00:00,0,1,1.95,1
2010/2011,9991,10001,1.57,6,2010-11-20 00:00:00,4,4,1.57,0
2010/2011,9993,8635,4.75,1.73,2010-11-20 00:00:00,0,1,1.73,1
2010/2011,10000,9985,3.4,2.1,2010-11-21 00:00:00,2,0,2.1,0
2010/2011,8635,9986,1.18,15,2010-11-27 00:00:00,4,1,1.18,1
2010/2011,9985,9989,1.33,8.5,2010-11-27 00:00:00,7,0,1.33,1
2010/2011,9987,9991,1.91,4,2010-11-26 00:00:00,1,2,4.0,1
2010/2011,10000,8635,4.2,1.83,2010-12-05 00:00:00,1,2,1.83,1
2010/2011,9994,9985,3,2.38,2010-12-03 00:00:00,2,1,2.38,0
2010/2011,6351,9991,3.6,2,2010-12-04 00:00:00,0,3,2.0,1
2010/2011,8635,9994,1.4,7.5,2010-12-12 00:00:00,0,0,1.4,0
2010/2011,9985,9997,1.3,9.5,2010-12-11 00:00:00,1,0,1.3,1
2010/2011,9991,9986,1.22,12,2010-12-11 00:00:00,2,1,1.22,1
2010/2011,9991,9987,2,3.6,2010-08-08 00:00:00,0,4,2.0,0
2010/2011,9986,8635,7,1.5,2010-08-07 00:00:00,0,0,1.5,0
2010/2011,9989,9985,3.1,2.3,2010-08-06 00:00:00,1,4,2.3,1
2010/2011,8342,8635,2.75,2.5,2010-12-19 00:00:00,0,2,2.5,1
2010/2011,9993,9991,3.5,2.1,2011-02-16 00:00:00,2,2,2.1,0
2010/2011,8571,9985,2.8,2.5,2010-12-17 00:00:00,2,1,2.5,0
2010/2011,8635,9989,1.17,15,2010-12-26 00:00:00,6,0,1.17,1
2010/2011,9991,8342,2,3.5,2010-12-26 00:00:00,0,2,2.0,0
2010/2011,9984,9985,3.2,2.25,2010-12-26 00:00:00,1,0,2.25,0
2010/2011,9985,8203,1.62,5,2011-02-26 00:00:00,3,0,1.62,1
2010/2011,10000,9991,3.2,2.2,2010-12-30 00:00:00,2,2,2.2,0
2010/2011,8571,8635,3.8,1.91,2010-12-29 00:00:00,0,2,1.91,1
2010/2011,8635,9985,1.62,5.25,2011-01-23 00:00:00,2,0,1.62,1
2010/2011,9991,9994,1.73,5,2011-01-23 00:00:00,2,1,1.73,1
2010/2011,9985,10001,1.57,6,2011-01-29 00:00:00,2,1,1.57,1
2010/2011,9997,9991,4,1.91,2011-01-30 00:00:00,1,1,1.91,0
2010/2011,8203,8635,4.75,1.7,2011-01-30 00:00:00,0,0,1.7,0
2010/2011,8635,9997,1.2,11,2011-02-05 00:00:00,2,0,1.2,1
2010/2011,9991,9989,1.29,11,2011-02-04 00:00:00,4,1,1.29,1
2010/2011,6351,9985,4.5,1.7,2011-02-06 00:00:00,0,1,1.7,1
2010/2011,8635,9984,1.25,10,2011-02-12 00:00:00,1,0,1.25,1
2010/2011,9985,9987,2.2,3.25,2011-02-13 00:00:00,0,2,2.2,0
2010/2011,8571,9991,3.25,2.2,2011-02-13 00:00:00,0,1,2.2,1
2010/2011,9991,9985,1.9,3.8,2011-02-20 00:00:00,4,1,1.9,1
2010/2011,10001,8635,4.75,1.7,2011-02-20 00:00:00,2,0,1.7,0
2010/2011,8635,9987,1.8,4.2,2011-03-04 00:00:00,1,1,1.8,0
2010/2011,9985,8342,2.15,3.4,2011-03-06 00:00:00,2,2,2.15,0
2010/2011,8203,9991,2.8,2.5,2011-03-05 00:00:00,1,1,2.5,0
2010/2011,9991,9984,1.5,6.5,2011-03-12 00:00:00,1,0,1.5,1
2010/2011,9986,9985,5,1.7,2011-03-12 00:00:00,0,2,1.7,1
2010/2011,6351,8635,6,1.53,2011-03-12 00:00:00,1,1,1.53,0
2010/2011,8635,9993,1.33,9,2010-08-14 00:00:00,4,0,1.33,1
2010/2011,9985,9994,1.53,6.5,2010-08-14 00:00:00,3,3,1.53,0
2010/2011,9991,6351,1.33,9,2010-08-14 00:00:00,2,1,1.33,1
2010/2011,8635,9991,1.75,4.2,2011-03-20 00:00:00,3,2,1.75,1
2010/2011,9985,9993,1.3,10,2011-03-20 00:00:00,1,0,1.3,1
2010/2011,9997,9985,3.3,2.15,2010-08-20 00:00:00,1,0,2.15,0
2010/2011,9986,9991,3.5,2.05,2010-08-22 00:00:00,1,3,2.05,1
2010/2011,9994,8635,5.5,1.62,2010-08-21 00:00:00,0,3,1.62,1
2010/2011,8635,10000,1.25,10,2010-08-28 00:00:00,0,0,1.25,0
2010/2011,9985,8571,1.75,4.5,2010-08-28 00:00:00,1,0,1.75,1
2010/2011,9991,9993,1.53,6,2010-08-29 00:00:00,1,0,1.53,1
2010/2011,9985,9984,1.5,7,2010-09-11 00:00:00,2,0,1.5,1
2010/2011,9997,8635,4.75,1.73,2010-09-10 00:00:00,0,2,1.73,1
2010/2011,9989,9991,5,1.67,2010-09-11 00:00:00,2,2,1.67,0
2010/2011,8635,8571,1.3,9.5,2010-09-19 00:00:00,3,0,1.3,1
2010/2011,9991,10000,1.6,5.75,2010-09-19 00:00:00,5,3,1.6,1
2010/2011,8203,9985,3,2.3,2010-09-17 00:00:00,1,0,2.3,0
2010/2011,9985,9986,1.4,7,2010-09-22 00:00:00,2,1,1.4,1
2010/2011,9994,9991,3.2,2.2,2010-09-22 00:00:00,3,2,2.2,0
2010/2011,9989,8635,6.5,1.44,2010-09-22 00:00:00,1,1,1.44,0
2010/2011,8635,8203,1.33,8,2010-09-26 00:00:00,5,0,1.33,1
2010/2011,9991,9997,1.5,7,2010-09-25 00:00:00,2,0,1.5,1
2010/2011,10001,9985,3.4,2.15,2010-09-25 00:00:00,1,2,2.15,1
2010/2011,8455,8659,1.17,17,2010-08-14 00:00:00,6,0,1.17,1
2010/2011,8650,9825,2.5,2.88,2010-08-15 00:00:00,1,1,2.5,0
2010/2011,10260,10261,1.25,15,2010-08-16 00:00:00,3,0,1.25,1
2010/2011,10260,8586,1.57,6,2010-10-30 00:00:00,2,0,1.57,1
2010/2011,9825,8654,1.17,17,2010-10-30 00:00:00,1,0,1.17,1
2010/2011,8655,8455,7.5,1.44,2010-10-30 00:00:00,1,2,1.44,1
2010/2011,8559,8650,3.4,2.2,2010-10-31 00:00:00,0,1,2.2,1
2010/2011,10260,8602,1.22,15,2010-11-06 00:00:00,2,1,1.22,1
2010/2011,9825,10261,1.29,11,2010-11-07 00:00:00,0,1,1.29,0
2010/2011,8650,8455,3.8,2,2010-11-07 00:00:00,2,0,3.8,1
2010/2011,8602,9825,5.5,1.67,2010-11-10 00:00:00,0,2,1.67,1
2010/2011,8528,8650,4.75,1.75,2010-11-10 00:00:00,1,1,1.75,0
2010/2011,8456,10260,2.63,2.75,2010-11-10 00:00:00,0,0,2.75,0
2010/2011,8455,9879,1.2,15,2010-11-10 00:00:00,1,0,1.2,1
2010/2011,10252,10260,4.5,1.8,2010-11-13 00:00:00,2,2,1.8,0
2010/2011,8668,9825,3.4,2.2,2010-11-14 00:00:00,1,2,2.2,1
2010/2011,10194,8650,3.75,2.1,2010-11-13 00:00:00,2,0,2.1,0
2010/2011,8455,8472,1.22,15,2010-11-14 00:00:00,0,3,1.22,0
2010/2011,10260,8528,1.22,15,2010-11-20 00:00:00,2,0,1.22,1
2010/2011,9825,8586,1.62,5.5,2010-11-20 00:00:00,2,3,1.62,0
2010/2011,8650,8654,1.57,6.5,2010-11-20 00:00:00,3,0,1.57,1
2010/2011,8658,8455,5,1.73,2010-11-20 00:00:00,1,0,1.73,0
2010/2011,10260,8655,1.25,13,2010-11-27 00:00:00,7,1,1.25,1
2010/2011,8586,8650,2,3.8,2010-11-28 00:00:00,2,1,3.8,0
2010/2011,10252,9825,3.4,2.2,2010-11-27 00:00:00,2,4,2.2,1
2010/2011,10261,8455,5,1.73,2010-11-28 00:00:00,1,1,1.73,0
2010/2011,9825,9879,1.29,12,2010-12-04 00:00:00,2,1,1.29,1
2010/2011,8650,10252,1.62,6,2010-12-06 00:00:00,3,0,1.62,1
2010/2011,8483,10260,8,1.36,2011-01-25 00:00:00,2,3,1.36,1
2010/2011,8455,8668,1.36,9,2010-12-04 00:00:00,1,1,1.36,0
2010/2011,10260,9825,2,3.8,2010-12-13 00:00:00,1,0,2.0,1
2010/2011,8586,8455,2.8,2.6,2010-12-12 00:00:00,1,1,2.6,0
2010/2011,10261,8650,3.8,2,2010-12-11 00:00:00,3,1,2.0,0
2010/2011,9825,10194,1.3,10,2011-02-23 00:00:00,1,0,1.3,1
2010/2011,8650,9879,1.53,7,2011-01-26 00:00:00,1,0,1.53,1
2010/2011,8455,10260,2.2,3.6,2011-03-01 00:00:00,2,1,2.2,1
2010/2011,10260,8472,1.29,11,2010-12-26 00:00:00,2,0,1.29,1
2010/2011,9825,8455,2.63,2.75,2010-12-27 00:00:00,3,1,2.63,1
2010/2011,8483,8650,3.8,1.91,2011-01-12 00:00:00,2,1,1.91,0
2010/2011,9825,8483,1.17,19,2010-08-21 00:00:00,6,0,1.17,1
2010/2011,8456,8650,2.38,3.1,2010-08-23 00:00:00,3,0,3.1,0
2010/2011,9879,10260,6,1.57,2010-08-22 00:00:00,2,2,1.57,0
2010/2011,8528,8455,15,1.22,2010-08-21 00:00:00,0,6,1.22,1
2010/2011,8650,8602,1.33,10,2010-12-29 00:00:00,0,1,1.33,0
2010/2011,8658,10260,6.5,1.5,2010-12-28 00:00:00,1,1,1.5,0
2010/2011,8528,9825,6.5,1.5,2010-12-29 00:00:00,2,2,1.5,0
